"2439","0.0214887","0.00652877","0.0280174701474607"
"1737","0.02385","0","0.02384999953210354"
"1737","0.02385","0","0.02384999953210354"
"2439","0.0214887","0.00027023","0.02175893005914986"
"1539","0.0174239","0.00107083","0.01849472988396883"
"1539","0.0174239","0.000611901","0.01803580083651468"
"2464","0.00285346","0.0107722","0.0136256602127105"
"2379","0.00605609","0.00571738","0.011773469857871532"
"2464","0.00285346","0.0089151","0.011768560158088803"
"2379","0.00605609","0.00444201","0.010498099960386753"
"9924","0.00945598","-0.000169804","0.009286175802117214"
"3454","0.00141088","0.00688615","0.008297030231915414"
"2439","0.000470201","0.00652877","0.006998971075518057"
"3231","0.00685103","0","0.006851030047982931"
"3231","0.00685103","-0.000000204658","0.006850825389989268"
"2409","0.00407402","0.00185157","0.005925589823164046"
"2393","0.00260202","0.00328111","0.005883130012080073"
"2409","0.00407402","0.00131771","0.005391729879193008"
"2393","0.00260202","0.00254943","0.005151449935510755"
"3380","0.00338892","0.0014224","0.004811320104636252"
"6414","0.00289379","0.00181571","0.004709499888122082"
"6452","0.00369231","0.000876923","0.004569233045913279"
"3596","0.0112824","-0.0067832","0.004499200265854597"
"6271","0.00459771","-0.000294647","0.0043030629749409854"
"3454","0.00141088","0.00284766","0.004258540109731257"
"3376","0.00289271","0.00136522","0.004257930093444884"
"3380","0.00338892","0.000774416","0.004163336125202477"
"6269","0.00172894","0.00230896","0.0040379001293331385"
"2340","0.0040263","0","0.004026299808174372"
"2340","0.0040263","0","0.004026299808174372"
